32,42,0,0,25,0
30,39,6,0,25,0
32,47,5,0,24,0
29,34,5,0,20,0
26,38,8,0,11,0
26,34,7,0,13,0
26,30,6,0,15,0
27,44,6,0,17,0
29,40,9,0,15,0
27,39,9,0,18,0
26,47,13,0,16,0
25,50,18,0,11,0
22,33,22,0,12,0
17,20,26,0,11,0
18,27,26,0,10,0
19,23,27,0,12,0
21,29,28,0,15,0
24,26,25,0,11,0
16,17,17,0,15,0
14,15,14,0,16,0
13,14,14,0,14,0
13,15,13,0,14,0
11,20,15,0,10,0
7,12,13,0,12,0
7,12,11,0,0,0
10,18,0,0,17,0
13,23,6,0,20,0
14,26,4,0,20,0
21,46,4,0,19,0
23,46,4,0,19,0
25,46,4,0,18,0
26,43,4,0,17,0
28,43,5,0,19,0
30,54,10,0,16,0
23,37,15,0,16,0
18,33,22,0,14,0
15,24,38,0,8,0
12,25,50,0,7,0
14,29,49,0,6,0
14,24,58,0,12,0
19,34,56,0,14,0
22,43,39,0,15,0
20,29,21,0,15,0
15,22,16,0,13,0
13,23,20,0,11,0
14,21,17,0,15,0
14,21,17,0,10,0
15,26,19,0,7,0
17,18,18,0,9,0
15,16,18,0,0,0
15,16,0,0,10,0
14,17,12,0,14,0
17,25,12,0,14,0
18,26,8,0,19,0
23,28,6,0,23,0
20,25,8,0,20,0
17,33,15,0,13,0
17,32,20,0,12,0
16,35,31,0,10,0
17,38,38,0,9,0
21,45,34,0,12,0
23,44,29,0,11,0
26,38,36,0,8,0
26,0,32,0,10,0
23,67,23,0,12,0
22,34,21,0,10,0
22,27,17,0,13,0
20,30,13,0,11,0
19,30,13,0,13,0
25,37,13,0,13,0
19,25,13,0,11,0
14,30,16,0,8,0
11,24,16,0,6,0
0,0,16,0,6,0
18,0,14,0,0,0
9,0,0,0,7,0
6,0,13,0,9,0
4,0,8,0,15,0
7,0,6,0,19,0
11,0,5,0,21,0
15,0,9,0,17,0
16,0,17,0,11,0
15,0,27,0,9,0
16,0,37,0,10,0
19,0,52,0,9,0
21,38,63,0,9,0
21,48,56,0,10,0
22,40,49,0,11,0
25,39,40,0,12,0
23,32,24,0,17,0
30,39,18,0,17,0
25,32,17,0,13,0
26,30,15,0,10,0
18,28,15,0,10,0
11,31,16,0,8,0
10,30,16,0,8,0
12,23,18,0,7,0
11,21,18,0,7,0
11,21,18,0,7,0
12,26,16,0,0,0
7,26,0,0,9,0
9,28,12,0,13,0
12,28,9,0,15,0
17,29,12,0,12,0
21,23,16,0,10,0
21,33,20,0,9,0
21,38,29,0,7,0
19,26,31,0,7,0
16,31,35,0,7,0
15,36,33,0,6,0
15,27,27,0,8,0
17,30,27,0,7,0
21,31,25,0,9,0
16,33,20,0,11,0
15,35,16,0,13,0
16,29,14,0,15,0
20,30,11,0,16,0
28,30,11,0,16,0
22,33,11,0,14,0
25,31,13,0,11,0
17,21,13,0,12,0
19,23,12,0,12,0
21,28,16,0,10,0
17,31,16,0,8,0
15,24,16,0,0,0
15,23,0,0,12,0
16,32,10,0,15,0
20,31,9,0,16,0
33,34,13,0,14,0
29,36,21,0,9,0
22,36,26,0,8,0
17,35,30,0,7,0
16,36,31,0,7,0
17,35,32,0,6,0
19,37,34,0,6,0
19,27,30,0,7,0
19,23,25,0,9,0
19,28,16,0,13,0
19,24,12,0,14,0
17,30,10,0,13,0
16,30,12,0,11,0
15,24,10,0,12,0
15,25,10,0,10,0
14,18,12,0,8,0
10,13,16,0,6,0
14,18,16,0,6,0
15,19,0,0,0,0
15,19,16,0,7,0
12,15,15,0,7,0
16,20,10,0,0,0
18,25,0,0,15,0
16,29,11,0,14,0
17,28,16,0,9,0
13,22,23,0,7,0
18,30,29,0,6,0
24,37,30,0,6,0
18,36,33,0,5,0
15,32,29,0,5,0
13,35,28,0,6,0
13,26,18,0,7,0
13,28,20,0,6,0
11,29,25,0,6,0
17,60,27,0,11,0
35,48,18,0,17,0
41,75,12,0,22,0
47,97,14,0,20,0
40,58,13,0,19,0
19,28,10,0,16,0
21,22,6,0,19,0
18,27,5,0,21,0
20,32,5,0,20,0
21,30,8,0,10,0
19,20,8,0,14,0
17,24,7,0,18,0
18,26,5,0,0,0
22,32,0,0,18,0
24,33,11,0,15,0
23,34,13,0,14,0
22,35,18,0,14,0
19,39,30,0,10,0
17,30,42,0,6,0
17,23,43,0,6,0
18,29,38,0,7,0
18,22,36,0,7,0
19,25,30,0,9,0
19,31,20,0,11,0
19,25,15,0,14,0
28,50,13,0,13,0
21,38,10,0,13,0
11,20,7,0,13,0
12,22,13,0,13,0
22,29,16,0,11,0
13,23,10,0,18,0
11,26,10,0,17,0
12,28,17,0,10,0
13,26,16,0,8,0
14,22,14,0,13,0
15,23,5,0,24,0
17,27,5,0,25,0
20,29,6,0,0,0
22,41,0,0,18,0
21,45,13,0,15,0
18,41,24,0,10,0
16,30,29,0,10,0
12,36,42,0,8,0
12,34,59,0,7,0
17,45,69,0,9,0
24,51,57,0,8,0
25,39,48,0,8,0
23,36,35,0,12,0
23,32,22,0,16,0
21,28,15,0,16,0
20,23,14,0,16,0
20,24,17,0,12,0
15,18,15,0,12,0
18,22,16,0,8,0
13,16,18,0,7,0
13,16,20,0,7,0
14,21,21,0,6,0
15,22,25,0,6,0
14,19,21,0,8,0
15,18,10,0,24,0
18,27,7,0,29,0
23,41,4,0,21,0
27,51,9,0,0,0
25,32,0,0,15,0
20,22,25,0,10,0
15,23,35,0,12,0
13,28,30,0,14,0
13,29,31,0,10,0
13,21,36,0,7,0
13,23,32,0,7,0
10,17,23,0,8,0
11,19,17,0,11,0
19,20,19,0,11,0
16,22,33,0,9,0
15,45,22,0,18,0
14,22,11,0,30,0
14,33,14,0,23,0
19,26,12,0,21,0
29,32,6,0,29,0
31,37,5,0,28,0
33,53,6,0,23,0
33,49,4,0,25,0
30,50,5,0,25,0
26,37,4,0,25,0
24,44,4,0,23,0
23,48,5,0,22,0
23,53,6,0,23,0
22,61,11,0,0,0
26,52,0,0,9,0
23,62,35,0,8,0
17,18,46,0,8,0
12,21,42,0,7,0
10,24,40,0,9,0
10,23,39,0,10,0
11,19,31,0,11,0
11,16,19,0,16,0
10,22,12,0,21,0
11,21,11,0,15,0
13,18,12,0,13,0
18,19,11,0,14,0
25,26,12,0,12,0
17,18,12,0,10,0
13,17,14,0,8,0
8,15,13,0,8,0
8,17,13,0,8,0
9,13,10,0,11,0
10,19,12,0,11,0
11,15,8,0,18,0
12,21,6,0,21,0
16,27,7,0,19,0
19,32,13,0,11,0
17,0,22,0,7,0
15,0,0,0,0,0
16,0,0,0,0,0
20,0,0,0,0,0
0,21,39,0,8,0
0,21,39,0,8,0
0,23,39,0,10,0
0,24,30,0,13,0
0,18,16,0,16,0
0,22,14,0,18,0
0,23,12,0,21,0
0,26,15,0,15,0
0,15,13,0,13,0
0,18,12,0,14,0
0,19,12,0,10,0
0,16,14,0,9,0
0,15,12,0,11,0
0,23,7,0,20,0
0,40,8,0,15,0
0,43,7,0,15,0
0,37,4,0,20,0
0,37,4,0,23,0
0,29,5,0,22,0
0,43,10,0,18,0
0,33,16,0,15,0
0,32,27,0,9,0
0,33,28,0,0,0
0,26,0,0,7,0
0,32,39,0,7,0
0,26,44,0,8,0
0,24,42,0,8,0
0,22,35,0,9,0
0,22,26,0,12,0
0,23,20,0,16,0
0,25,17,0,18,0
0,25,17,0,17,0
0,18,13,0,15,0
0,10,16,0,10,0
0,14,15,0,11,0
0,14,15,0,11,0
0,14,16,0,8,0
0,17,18,0,7,0
0,13,15,0,8,0
0,20,14,0,10,0
0,18,10,0,15,0
0,26,8,0,19,0
0,27,6,0,20,0
0,39,16,0,13,0
0,28,26,0,7,0
0,26,29,0,7,0
0,18,30,0,8,0
0,28,32,0,0,0
0,31,0,0,6,0
0,24,29,0,7,0
0,26,30,0,13,0
0,26,37,0,11,0
0,26,30,0,15,0
0,38,15,0,13,0
0,12,14,0,10,0
0,11,20,0,11,0
0,27,22,0,14,0
0,24,17,0,18,0
0,22,11,0,22,0
0,25,10,0,21,0
0,17,12,0,16,0
0,27,10,0,17,0
0,28,6,0,23,0
0,40,4,0,24,0
0,40,5,0,24,0
0,46,4,0,23,0
0,44,5,0,19,0
0,47,11,0,17,0
0,50,15,0,20,0
0,46,25,0,21,0
0,52,40,0,19,0
0,51,71,0,17,0
0,62,78,0,0,0
0,44,0,0,11,0
0,36,48,0,10,0
0,24,40,0,11,0
0,27,28,0,16,0
0,24,22,0,19,0
0,30,17,0,19,0
0,31,14,0,15,0
0,31,16,0,12,0
0,26,12,0,12,0
0,20,11,0,11,0
0,16,10,0,9,0
0,8,11,0,7,0
0,11,11,0,7,0
0,19,9,0,8,0
0,17,8,0,10,0
0,24,6,0,15,0
0,21,5,0,18,0
0,26,7,0,13,0
0,21,12,0,10,0
0,24,16,0,8,0
0,23,22,0,6,0
0,26,22,0,8,0
0,27,32,0,7,0
0,29,31,0,7,0
7,27,34,0,0,0
9,34,0,0,8,0
15,31,29,0,9,0
19,33,23,0,14,0
15,48,13,0,20,0
23,31,11,0,18,0
13,23,11,0,15,0
22,25,13,0,11,0
20,24,12,0,11,0
11,23,13,0,9,0
6,13,13,0,8,0
11,15,13,0,7,0
14,21,14,0,6,0
16,17,14,0,6,0
11,20,14,0,8,0
9,24,11,0,14,0
16,23,9,0,17,0
17,25,9,0,15,0
18,26,15,0,9,0
7,25,20,0,7,0
12,27,24,0,7,0
0,29,27,0,7,0
10,22,32,0,7,0
12,26,33,0,8,0
12,25,33,0,7,0
17,24,30,0,0,0
24,27,0,0,10,0
19,26,21,0,12,0
18,32,16,0,11,0
18,25,11,0,18,0
17,32,10,0,18,0
13,24,11,0,13,0
12,19,11,0,11,0
10,17,12,0,10,0
10,17,13,0,8,0
10,18,14,0,7,0
9,16,13,0,7,0
13,19,12,0,8,0
15,18,11,0,10,0
13,20,10,0,13,0
11,20,7,0,16,0
11,22,9,0,14,0
8,25,15,0,10,0
14,18,18,0,7,0
18,27,22,0,6,0
21,29,23,0,6,0
23,33,25,0,6,0
23,32,26,0,5,0
22,28,27,0,6,0
24,31,29,0,7,0
20,26,25,0,0,0
18,26,0,0,12,0
19,27,15,0,18,0
23,30,13,0,17,0
23,33,14,0,14,0
20,28,14,0,11,0
17,25,12,0,11,0
11,20,11,0,11,0
11,16,14,0,10,0
13,18,16,0,7,0
9,13,16,0,7,0
15,20,15,0,7,0
15,16,15,0,7,0
13,17,10,0,10,0
10,21,8,0,14,0
8,25,10,0,12,0
9,27,15,0,9,0
13,22,18,0,8,0
18,34,23,0,7,0
23,39,25,0,6,0
26,38,29,0,5,0
29,41,28,0,5,0
29,40,28,0,6,0
28,36,26,0,6,0
28,36,24,0,8,0
21,27,21,0,0,0
23,37,0,0,14,0
20,29,12,0,18,0
13,19,13,0,14,0
18,19,11,0,13,0
15,21,12,0,11,0
12,21,13,0,9,0
8,21,15,0,7,0
3,18,16,0,6,0
6,16,16,0,5,0
10,11,15,0,5,0
14,16,14,0,7,0
13,18,13,0,8,0
14,19,13,0,9,0
12,16,15,0,8,0
16,21,20,0,5,0
16,34,23,0,6,0
16,33,26,0,5,0
16,35,27,0,5,0
14,40,27,0,5,0
17,33,26,0,4,0
23,27,26,0,4,0
21,23,26,0,5,0
18,22,26,0,6,0
16,21,23,0,7,0
13,19,17,0,0,0
14,20,0,0,14,0
12,23,12,0,12,0
10,18,11,0,10,0
6,11,12,0,9,0
9,17,11,0,8,0
9,17,13,0,6,0
7,13,15,0,4,0
9,11,15,0,5,0
3,10,14,0,5,0
3,9,13,0,5,0
7,15,11,0,7,0
12,20,8,0,13,0
15,24,10,0,10,0
16,24,15,0,6,0
14,19,19,0,5,0
17,18,21,0,5,0
23,24,21,0,4,0
17,21,21,0,4,0
11,20,21,0,4,0
9,21,19,0,5,0
11,13,18,0,5,0
10,13,17,0,5,0
8,10,13,0,7,0
11,14,12,0,9,0
11,17,10,0,0,0
11,17,0,0,10,0
8,12,10,0,10,0
11,17,10,0,7,0
8,13,10,0,6,0
7,12,12,0,6,0
4,10,13,0,5,0
0,10,12,0,5,0
4,7,10,0,5,0
5,9,10,0,5,0
8,15,9,0,6,0
0,13,8,0,9,0
0,16,10,0,6,0
0,18,14,0,5,0
4,8,16,0,4,0
4,8,17,0,4,0
9,16,18,0,4,0
12,15,20,0,4,0
9,11,19,0,4,0
11,20,17,0,5,0
8,10,18,0,4,0
10,13,18,0,5,0
8,11,13,0,5,0
10,17,9,0,7,0
9,11,9,0,7,0
8,17,10,0,0,0
8,15,0,0,7,0
10,19,10,0,7,0
3,6,10,0,7,0
3,6,10,0,6,0
6,11,11,0,5,0
7,12,11,0,6,0
8,15,10,0,7,0
11,14,11,0,5,0
11,15,9,0,8,0
10,14,7,0,11,0
10,15,10,0,7,0
11,13,14,0,6,0
10,18,18,0,4,0
14,18,21,0,4,0
17,18,23,0,4,0
14,20,25,0,4,0
12,17,26,0,4,0
8,11,26,0,4,0
10,14,25,0,5,0
16,17,24,0,5,0
15,16,22,0,7,0
16,20,14,0,8,0
13,15,10,0,8,0
13,14,9,0,8,0
11,14,10,0,0,0
11,16,0,0,6,0
9,11,12,0,6,0
9,10,10,0,6,0
10,11,11,0,5,0
9,10,10,0,5,0
11,13,9,0,6,0
9,11,9,0,7,0
8,10,6,0,12,0
10,13,6,0,13,0
10,14,8,0,10,0
12,17,13,0,7,0
9,20,16,0,7,0
14,27,20,0,5,0
5,10,19,0,5,0
8,15,19,0,5,0
12,20,19,0,4,0
8,13,19,0,4,0
13,16,18,0,5,0
9,11,13,0,6,0
7,8,10,0,10,0
9,10,6,0,15,0
12,20,6,0,15,0
11,18,6,0,14,0
13,20,7,0,12,0
11,17,8,0,0,0
10,17,0,0,6,0
7,12,11,0,5,0
7,12,11,0,4,0
8,11,11,0,5,0
8,10,11,0,4,0
10,13,9,0,6,0
10,13,7,0,12,0
9,12,6,0,12,0
9,12,9,0,10,0
11,18,13,0,8,0
12,31,20,0,7,0
17,37,26,0,7,0
21,42,29,0,6,0
23,43,30,0,6,0
22,29,32,0,5,0
22,32,27,0,7,0
21,38,28,0,7,0
23,41,28,0,8,0
26,42,20,0,11,0
24,38,11,0,14,0
22,27,11,0,9,0
19,24,10,0,8,0
15,25,9,0,9,0
10,20,9,0,11,0
9,22,12,0,0,0
9,15,0,0,5,0
5,13,14,0,5,0
9,14,17,0,6,0
15,17,17,0,5,0
16,21,16,0,6,0
18,20,12,0,10,0
20,22,10,0,15,0
20,34,8,0,14,0
21,32,12,0,13,0
22,38,17,0,8,0
20,36,24,0,6,0
18,30,28,0,6,0
19,33,29,0,5,0
25,32,19,0,5,0
25,26,19,0,6,0
20,29,18,0,7,0
17,26,18,0,8,0
18,22,15,0,11,0
9,24,9,0,15,0
10,20,7,0,14,0
16,28,6,0,14,0
24,34,7,0,10,0
26,27,7,0,9,0
20,21,8,0,8,0
17,18,10,0,0,0
13,25,0,0,8,0
15,23,13,0,7,0
19,22,13,0,6,0
17,20,11,0,9,0
21,27,9,0,12,0
21,35,8,0,13,0
21,34,9,0,12,0
21,33,14,0,13,0
25,43,19,0,16,0
24,54,32,0,14,0
31,64,46,0,14,0
44,64,68,0,13,0
47,66,74,0,12,0
45,64,73,0,13,0
42,69,59,0,14,0
38,66,45,0,14,0
35,50,29,0,16,0
31,44,15,0,22,0
29,40,15,0,21,0
25,47,13,0,17,0
25,41,12,0,14,0
28,38,10,0,10,0
30,39,9,0,11,0
27,42,10,0,10,0
24,40,10,0,0,0
22,38,0,0,7,0
23,32,11,0,6,0
24,31,11,0,6,0
23,36,9,0,10,0
24,38,8,0,12,0
27,39,10,0,10,0
28,42,15,0,7,0
32,49,21,0,6,0
34,51,27,0,6,0
34,53,29,0,5,0
30,56,27,0,5,0
25,51,27,0,5,0
20,44,26,0,6,0
25,47,25,0,6,0
23,43,24,0,7,0
33,46,19,0,12,0
23,40,15,0,15,0
18,44,14,0,15,0
17,49,13,0,13,0
21,40,12,0,13,0
25,38,9,0,13,0
25,49,10,0,12,0
26,41,10,0,11,0
28,37,11,0,9,0
29,34,13,0,0,0
27,37,0,0,6,0
26,34,11,0,7,0
25,32,8,0,13,0
22,38,7,0,15,0
23,35,9,0,12,0
25,34,14,0,9,0
23,37,16,0,8,0
21,36,19,0,7,0
19,33,22,0,6,0
21,32,24,0,6,0
22,26,25,0,5,0
19,24,25,0,6,0
18,25,25,0,6,0
16,23,22,0,7,0
16,26,16,0,9,0
15,24,13,0,11,0
16,22,10,0,12,0
16,21,12,0,11,0
16,23,11,0,11,0
16,21,12,0,9,0
17,24,12,0,8,0
13,19,19,0,8,0
17,21,19,0,8,0
8,10,18,0,8,0
9,11,16,0,0,0
16,18,0,0,12,0
17,18,14,0,15,0
16,22,12,0,18,0
16,20,14,0,17,0
16,21,17,0,18,0
15,31,23,0,18,0
15,30,28,0,15,0
18,32,42,0,14,0
19,37,46,0,11,0
19,33,42,0,10,0
20,24,42,0,7,0
17,20,42,0,6,0
19,26,42,0,11,0
22,25,30,0,17,0
26,33,22,0,22,0
26,31,16,0,26,0
22,28,10,0,25,0
19,27,12,0,21,0
15,25,15,0,15,0
13,30,18,0,13,0
18,22,19,0,11,0
17,21,18,0,10,0
16,20,16,0,9,0
19,24,11,0,14,0
15,19,7,0,0,0
22,24,0,0,24,0
30,33,5,0,23,0
29,32,6,0,19,0
24,29,10,0,14,0
15,22,16,0,14,0
10,21,30,0,10,0
12,33,39,0,11,0
16,29,53,0,11,0
20,33,57,0,13,0
20,26,51,0,14,0
22,26,55,0,15,0
22,30,43,0,17,0
19,35,22,0,21,0
20,32,12,0,20,0
20,27,7,0,22,0
19,20,9,0,15,0
18,23,9,0,15,0
19,20,10,0,12,0
12,19,11,0,9,0
5,16,12,0,8,0
5,13,13,0,6,0
9,17,13,0,5,0
10,18,12,0,6,0
13,17,12,0,6,0
19,24,9,0,0,0
23,26,0,0,15,0
22,29,9,0,16,0
23,31,15,0,13,0
26,31,24,0,9,0
28,31,35,0,8,0
31,34,42,0,8,0
29,40,51,0,8,0
27,40,52,0,9,0
27,40,50,0,10,0
26,43,38,0,14,0
21,33,38,0,16,0
16,20,43,0,17,0
18,37,25,0,13,0
18,43,16,0,19,0
20,28,15,0,16,0
19,30,15,0,13,0
15,19,16,0,8,0
12,21,16,0,9,0
10,21,17,0,8,0
13,21,15,0,10,0
19,29,15,0,12,0
26,29,13,0,14,0
27,34,11,0,17,0
28,36,6,0,25,0
30,37,5,0,0,0
33,46,0,0,27,0
40,64,11,0,26,0
41,63,23,0,12,0
33,40,36,0,9,0
29,42,43,0,8,0
29,39,46,0,7,0
27,42,46,0,7,0
24,36,40,0,9,0
26,39,34,0,15,0
26,33,28,0,25,0
24,49,33,0,18,0
23,39,21,0,31,0
24,53,17,0,25,0
31,58,12,0,24,0
36,46,10,0,25,0
30,36,9,0,17,0
26,30,11,0,12,0
18,20,14,0,8,0
15,19,9,0,22,0
29,53,5,0,27,0
41,65,4,0,25,0
41,54,4,0,23,0
40,44,4,0,20,0
41,46,4,0,22,0
33,37,5,0,0,0
39,51,0,0,22,0
31,46,17,0,12,0
26,35,27,0,8,0
22,38,28,0,6,0
